id,name,description,city,country,capacity
c70cda92-7cf8-46f8-92e9-a9b0df78d9cf,Mosley-Hamilton,Phased full-range flexibility,Prague,Czech Republic,211
5630434f-96f5-49fe-a26e-b5dad1603002,"Cross, Bowen and Graham",Intuitive homogeneous attitude,Rome,Italy,50
23ad2770-6fdf-4fbc-bb4a-724d1c04334a,"Smith, Brown and Tucker",Progressive 24hour infrastructure,Paris,France,157
98c4001f-f9dd-4843-b679-129d7e7a2b74,Ruiz-Harris,Open-source 24/7 circuit,Warsaw,Poland,194
fd9cfec2-7904-47a9-ab99-4dc0625958db,Lee Group,Persistent modular budgetary management,Berlin,Germany,376
99a63d95-7765-40f7-93c9-cbe48f5081ca,Bennett-Garza,Multi-tiered client-server groupware,Budapest,Hungary,462
71dea8d1-ab00-4caf-9929-ba454516c7a4,Sanchez and Sons,User-centric encompassing array,Madrid,Spain,212
eee46f70-2c8b-40fc-86aa-1335422e0e55,"Bowman, Herrera and Aguilar",Multi-layered non-volatile function,Amsterdam,Netherlands,496
b6bfd667-623f-49db-a068-c2101505b35e,"Medina, Ramos and Bennett",Face-to-face foreground application,Vienna,Austria,27
51fe2ba2-21ba-4cc8-add7-5c7d22498148,"Golden, Potter and Wright",Open-architected object-oriented budgetary management,Vienna,Austria,473
b1dfee0d-2d74-4ee2-b5cf-b4a40f80d10c,Graves-Snyder,Implemented intermediate leverage,Budapest,Hungary,278
548aeb4f-6d0c-4af2-baf3-203c66d5cf38,Dominguez and Sons,Integrated static instruction set,London,United Kingdom,92
c98ccff3-d2c7-4e73-b4ce-dc56eb7ce1ac,"Black, Patterson and Smith",Organic dynamic access,Prague,Czech Republic,285
db48f173-c436-4b25-9b4b-837a0ad49672,Turner-Walton,Persevering 24/7 strategy,Berlin,Germany,295
4a3031fa-7fac-4e60-a959-5ecf52028a78,"Hendricks, Jackson and Ware",Streamlined optimizing project,Madrid,Spain,55
b33ad951-3b53-42c1-9239-2267ab6e9eaa,"Potter, Mata and Cox",Streamlined impactful time-frame,Prague,Czech Republic,289
7e3f5259-6bf2-46f8-80f6-dd83189f734b,House-Howard,Triple-buffered background time-frame,Berlin,Germany,107
b80024be-e29b-4dde-b228-526060955c54,"Ortiz, Myers and Villanueva",Cloned uniform success,Amsterdam,Netherlands,71
11738d50-fcb2-458e-8175-87616b77ce63,"Hughes, Willis and Mcguire",Function-based exuding architecture,Budapest,Hungary,50
ca05e489-5b2c-4692-a690-a1cc981d207f,Peterson-Robinson,Exclusive 24/7 superstructure,Paris,France,174
98f399c8-e3df-4fdc-89d5-7bae6e04aa11,"James, Taylor and Hardy",Integrated multi-state approach,London,United Kingdom,362
92134dd0-6f4c-4f27-b403-c11a52fcb0ee,"Robinson, Morgan and Vincent",Assimilated logistical ability,Rome,Italy,491
fe8bf412-74ee-47a6-ab4f-cff5bc6e4579,"Vaughn, Archer and Norman",Team-oriented uniform product,Warsaw,Poland,180
a2bfa839-9fdd-4af2-bbf3-0a2c2bc437e2,Rojas Inc,Cross-group directional standardization,London,United Kingdom,499
4628ca3e-fd48-4818-b3f1-bfc4e197ec9f,Bentley Inc,Networked systematic workforce,Warsaw,Poland,265
dfea522c-6447-41a2-b49e-065935381979,"Cervantes, Hendricks and Fletcher",Function-based object-oriented success,London,United Kingdom,81
347f5cc1-7f4a-4909-b2bb-57367ba2eca9,Perez Inc,Fully-configurable national workforce,Vienna,Austria,174
6c27744c-e2f2-4328-a621-7044e61ea344,Parsons Inc,Advanced mission-critical task-force,Berlin,Germany,464
f865a938-89c8-427e-a520-0c194e5d8a6b,Barnett-Thompson,Implemented composite website,Berlin,Germany,482
a506a13d-ad99-4ca2-9e9d-60704b2c19bb,"Leon, Brown and Adams",Seamless multimedia circuit,Berlin,Germany,40
0eb7a13f-2e35-4de2-987d-6c2579820634,Morgan-Wilson,Organic multi-tasking framework,London,United Kingdom,285
26ac8318-6fb4-496e-89b2-0ba33262cc8b,Brown LLC,Sharable bandwidth-monitored capacity,Rome,Italy,383
18ecc43d-f764-4460-b7c4-e5e8f3749f03,Grant-White,User-friendly even-keeled function,London,United Kingdom,468
7e4e6f1c-3db8-460d-9f5f-e012ddb57c24,Wall-Barker,Configurable dynamic project,Berlin,Germany,290
83121133-4a36-4beb-86d1-0a4e71d3a9ae,Sullivan-Spencer,Multi-tiered global architecture,Rome,Italy,459
f55491ba-2ba2-4f5a-88ab-ee2f72a7bc1b,"Huang, Cisneros and Harrell",Sharable dedicated Local Area Network,Madrid,Spain,168
53e7f145-3694-4dcd-8701-a0633949a436,Floyd-Hudson,Right-sized regional Graphic Interface,Vienna,Austria,347
54258ba6-e8f9-4f26-8093-5194539dad45,"Gonzalez, Diaz and Moss",Re-engineered client-server matrices,London,United Kingdom,14
4d73fc9f-e3bf-415f-9001-b28f293d747f,Peters Ltd,Optimized methodical synergy,Rome,Italy,248
976ee8dd-ece1-413f-985f-8d2ccc01d2d5,Ray Group,Multi-layered intangible time-frame,Prague,Czech Republic,304
7543c3c3-8372-47ef-8b86-508a607d31f1,Adkins-Sutton,Extended 6thgeneration circuit,Berlin,Germany,483
b0408eb3-b4ae-41a2-81a9-41335c912e71,Mccormick LLC,Synchronized bifurcated matrix,Paris,France,53
64a96826-61af-4ad6-a2b0-4415816d9995,"Carroll, Graham and Hooper",Networked transitional knowledge user,Berlin,Germany,412
d4daa2a6-d5c6-4832-b795-a0ddbfcbf0f9,Carr-Mcdonald,Balanced fault-tolerant knowledge user,Amsterdam,Netherlands,281
039b028b-cfea-451e-841b-6660d17ebeb9,Estes Group,Adaptive background website,Budapest,Hungary,466
fa1fd0e1-e38f-45b1-9572-39898a73e0d8,"Young, Williams and Benitez",Devolved clear-thinking software,London,United Kingdom,365
05b80390-ca55-446f-801e-6a733a6636d1,Carey Inc,Innovative responsive core,Paris,France,466
d3962ccc-2e6e-4294-9608-89d99415c050,French PLC,Fully-configurable zero tolerance task-force,Prague,Czech Republic,407
b9511caf-d836-4d08-9c95-4193b3deb670,Patrick LLC,Synchronized demand-driven methodology,Madrid,Spain,208
46d9f48c-25da-4d10-bd34-3481f5e40590,Hudson Group,Implemented tertiary website,Paris,France,383
ce303ea7-54ea-471c-8a65-8bff2c5061a3,Gillespie LLC,User-friendly regional service-desk,Vienna,Austria,327
ea32f3fc-7bdd-4e99-97b7-b0d79d8feed5,Bailey-Castillo,Open-architected mission-critical service-desk,Berlin,Germany,91
be4c7c16-ace7-45ca-9962-be30f0c01405,Weiss-Parker,Face-to-face hybrid emulation,Budapest,Hungary,159
5cf5c6a6-9f52-4134-bce5-0fe136678668,Carpenter-Olson,Inverse asymmetric analyzer,Paris,France,19
a66f1b72-f9ce-4368-a934-4a532b6b144a,Baker Group,Intuitive optimizing archive,London,United Kingdom,437
040ea888-25bd-43c7-9d50-4e254f812d80,Reeves Ltd,Right-sized object-oriented contingency,Budapest,Hungary,423
c593bb61-7266-494c-b2d9-a1adee59aa4b,"Miller, Phillips and Buckley",Inverse dynamic knowledgebase,Prague,Czech Republic,471
18e4cdb1-387e-46b3-b8d1-53bcd179257d,Norton LLC,Face-to-face empowering concept,Rome,Italy,331
cd2cd147-5d77-4ebe-9b4b-2625316ad885,"Johnson, Hamilton and Burgess",Profound 24/7 access,Prague,Czech Republic,89
d4182492-4f36-468f-8fd0-94e130f00311,Forbes PLC,Quality-focused didactic interface,Prague,Czech Republic,126
1a086ec6-7f66-4a36-82bf-91cc64aa4850,Carter Group,Streamlined logistical task-force,Berlin,Germany,136
3773e8a7-ab23-4015-9ac6-e1adbd5679ed,Hunt Ltd,Persistent uniform capability,Prague,Czech Republic,277
22b4a691-c60d-4582-9b39-8d62300276b9,"Scott, Patterson and Torres",Quality-focused tangible utilization,London,United Kingdom,262
9726127a-ea58-490e-ac8c-d9c03bd99d8c,"Guzman, Hamilton and Hayes",Phased coherent toolset,Berlin,Germany,387
b57c9b61-7303-4aae-9c19-08e0dd186e75,"Gillespie, Fischer and Hill",Optional zero administration pricing structure,Berlin,Germany,308
ebc1b185-a476-49b3-9430-a2f64993d609,"Williams, Kerr and Walker",Implemented multimedia knowledge user,Vienna,Austria,345
c79ba121-5fca-476e-8fcd-2af3ed4e9d18,"Wright, Mathis and Hodges",Focused mobile protocol,Budapest,Hungary,380
2fadcf10-da9b-43d1-b9d1-a6c5200f0b24,"Compton, Harvey and Christian",Implemented mission-critical initiative,Prague,Czech Republic,229
d08b1b2a-7d6d-418d-b237-43d00f86b254,"Joseph, Perez and Scott",Monitored even-keeled product,London,United Kingdom,79
755394c5-8cde-4855-aa62-39d42c0c4aae,Powers-Kane,Programmable content-based moratorium,Budapest,Hungary,402
a8470f0c-87fc-4c35-bffc-c6e3eee91774,Nash-Smith,Proactive zero-defect conglomeration,Warsaw,Poland,456
42777006-1977-4cdc-baee-b7011ec03f9a,"Rose, Robinson and Velasquez",Fundamental tangible collaboration,Madrid,Spain,243
92a14844-2321-452b-ad50-dbdefcd32be6,Sandoval Ltd,Persistent discrete service-desk,London,United Kingdom,64
00e2c026-1114-4004-8190-3f6178cbd66a,Flores and Sons,Total object-oriented service-desk,Paris,France,229
0e5d72f9-2c0e-44d7-9a5e-c78bcf923a3a,"Hansen, Sheppard and Matthews",Polarized grid-enabled moratorium,Rome,Italy,453
6069ed91-b4db-4a7a-9aa8-81aca0e6013e,"Adams, George and Macias",Expanded uniform methodology,Berlin,Germany,222
caf9216e-0231-43a7-931a-287c1dab4d8e,Hicks Group,Reduced actuating productivity,Vienna,Austria,334
dbf2898b-f08d-4a4a-82af-26a17784f0bc,Webster Inc,Managed directional circuit,London,United Kingdom,435
b1ad69c6-3641-4daa-a8b6-a2e3fd975b0b,"Miller, Long and Foster",Open-source leadingedge core,Rome,Italy,23
22c03232-221d-4a94-97d7-cb6402dfa04c,"Johnson, Martin and Trevino",Team-oriented background toolset,Paris,France,250
012ba79b-89a8-4e27-a927-1deb5a7c1267,Brown-Summers,Sharable directional portal,Warsaw,Poland,483
8a57af46-8e37-498e-a684-ac2a77a139e0,"Santiago, Lewis and Fleming",Centralized holistic forecast,Warsaw,Poland,69
31e97f4b-971d-4304-aade-3cca04fa5b1e,"Yang, Gomez and Schwartz",Customer-focused upward-trending knowledge user,Warsaw,Poland,442
e2b53666-2882-459b-bd45-3c711bf4645c,Pennington-Ellis,Implemented clear-thinking emulation,Madrid,Spain,212
e436468f-881f-47a9-9726-23e30af770fa,"Jackson, Williams and Guerrero",Business-focused systematic pricing structure,Paris,France,66
f48ff9ea-1e95-4697-b33c-92a7939c361a,Alexander LLC,Digitized eco-centric flexibility,Madrid,Spain,54
5b0fa3b7-dbc8-4e75-b53c-9904e95e144e,"Parker, Martin and Fisher",Universal fault-tolerant service-desk,Berlin,Germany,237
a872e732-84b7-4699-9c99-a1af35ab6167,Castillo Inc,Robust encompassing algorithm,Warsaw,Poland,495
0a34440f-e681-4141-ac8f-5c01efdbea0a,Moore and Sons,Cross-platform intermediate standardization,Vienna,Austria,72
f2cd6084-8764-4de6-a977-8eace539481b,"Reyes, Butler and Moore",Innovative 5thgeneration utilization,Budapest,Hungary,431
0d63b206-270b-4408-8075-6df346f364a5,Oneill-Anderson,Digitized stable paradigm,Madrid,Spain,330
be82db21-9779-4dec-9e87-b4e520c600f7,Collins-Sims,Diverse scalable matrix,London,United Kingdom,315
df66babd-bcc4-4ce0-ac10-ae5580701eb9,"Lambert, Booker and Wilson",Diverse zero administration customer loyalty,Rome,Italy,250
dcc69513-180e-4a8f-bfaa-de7ddab28c60,"Rodriguez, Williams and Simmons",Enterprise-wide solution-oriented moderator,Rome,Italy,318
21e5f5dc-a21a-4e7e-ae1d-96b257c0dbdd,Porter and Sons,Open-source bi-directional groupware,Amsterdam,Netherlands,489
255da855-5dbd-4072-a632-17d262bb2289,"Rodriguez, Schmidt and Harrington",Switchable optimizing circuit,Vienna,Austria,320
a3629e70-02f8-47c9-9c77-768eccbd1370,"Mclaughlin, Alvarado and Patel",Progressive 24hour secured line,Prague,Czech Republic,370
f93f4b59-a7a0-4944-a1cc-d84c7abad11a,Flynn Group,Customizable responsive initiative,London,United Kingdom,124
4f11f6f2-362b-42bb-92b1-4de7823a1008,Lee-Torres,Intuitive modular collaboration,London,United Kingdom,497
5eb64bb7-fac5-4ba4-9c53-8cbb18d755f3,"Fuller, Harris and Lawson",Object-based incremental ability,Vienna,Austria,440
1c82826c-907a-49e7-b34b-90ef016aeb9a,"Hernandez, Edwards and Andrews",Proactive reciprocal matrix,Budapest,Hungary,471
b6aaee1e-6710-4302-b9ba-99a753fff03a,Schmidt Inc,Implemented system-worthy Graphical User Interface,Rome,Italy,473
5dcdfda4-5df5-440d-a246-2e27ae10ee23,Randolph-Jarvis,Cloned demand-driven firmware,Berlin,Germany,282
50eaa16b-0578-4cba-a9b9-e9c837369a49,Vazquez-Rollins,Seamless attitude-oriented success,Berlin,Germany,468
d429a3f0-6cef-43c0-9169-dab68772aa94,Valenzuela LLC,Proactive leadingedge collaboration,Amsterdam,Netherlands,238
50414c6b-9177-4003-95f9-02a6ba34733c,"Odonnell, Hawkins and Evans",Enterprise-wide stable interface,Vienna,Austria,18
6883e75d-e34d-46ea-a218-88a4b4c52246,Evans Group,Horizontal dynamic task-force,Berlin,Germany,368
6b404b39-6b0d-4e54-abb7-3e438f377b10,Quinn-King,Multi-channeled directional solution,Berlin,Germany,67
885f47ba-d789-45d7-990a-7bafffe651ec,"Lynn, Hill and Gallagher",Intuitive even-keeled analyzer,Warsaw,Poland,461
680c54fe-0429-4a6b-b171-4eb05dffa39d,White LLC,Enhanced heuristic success,Warsaw,Poland,154
4ba0185e-135b-47b3-87d7-4b5876bb65c2,"Johnson, Reid and Lambert",Up-sized zero-defect approach,Paris,France,22
7f6ced60-9eba-4579-b280-02394987a1ca,Wilson-Acevedo,Operative systemic budgetary management,Paris,France,110
fb987f40-b367-4467-93d1-9e2e46761ef7,"Carter, Montgomery and Williams",Centralized full-range methodology,Vienna,Austria,96
fe0ccd19-8ea0-47dd-a59e-4ccfff37f676,"Burch, Castro and Moss",User-centric encompassing adapter,Berlin,Germany,35
484c5ecd-4aef-4d40-9fdd-014422c8b276,"Jones, Schultz and Harris",Switchable client-driven toolset,Amsterdam,Netherlands,405
141399d3-21ff-4f50-84f6-8884de0857c0,Graham-Le,Up-sized dynamic alliance,Vienna,Austria,380
949fb21a-41af-4b03-9cc9-c1c71b2052cb,Ford PLC,Stand-alone multi-tasking focus group,Prague,Czech Republic,397
88eb69b9-980d-46a6-8a09-670280434f6e,Moss Ltd,Organic well-modulated ability,Vienna,Austria,252
cb5edf4a-7149-4a98-952d-e64ecb49b534,Williams Inc,Sharable solution-oriented complexity,Paris,France,242
c1bced16-88ee-4430-a8ea-31228a5ed00d,Sparks Ltd,Focused interactive Graphic Interface,Paris,France,290
9d46987e-9340-457e-a01d-5ccea4964a8b,Gonzalez-Johnson,Exclusive eco-centric frame,Prague,Czech Republic,384
0da5cecc-bef6-4009-8836-bff8a4d4208b,Brown Group,Horizontal radical solution,London,United Kingdom,123
9ba31480-cb0a-4c5d-8546-96d7aedce3b8,Alvarez-Gutierrez,Synchronized multi-tasking hierarchy,Paris,France,200
f877af41-3e96-4c28-aad6-e5fa300e4807,Harrison-Snyder,Object-based high-level paradigm,Prague,Czech Republic,364
6fcd1dba-3ccf-48dd-a5f2-85b455ffd63e,Ryan-Jones,Public-key reciprocal protocol,Amsterdam,Netherlands,352
6eb222bb-ee98-4bb1-9d96-7966522461c2,"Zimmerman, Alvarado and Moore",Open-architected full-range adapter,Paris,France,445
e7e5a619-a2ff-4649-bf38-e0eeb47b0a72,Duncan PLC,Grass-roots human-resource open system,Madrid,Spain,91
5ecefacc-58fb-4bcd-aae6-a299dfc023d6,Henry-Key,Face-to-face encompassing initiative,Berlin,Germany,175
76d0dad2-d9e9-434d-9f2e-728f64875f6d,Vasquez-Wang,Front-line systemic paradigm,Budapest,Hungary,128
88f2aa20-e64f-4124-9e59-f527d4e26ed9,"Gordon, Livingston and Anderson",Right-sized 4thgeneration contingency,Paris,France,57
2bc4c1b1-7497-4315-9e15-e41bc9a00eac,"Spencer, Sanders and Peterson",Cloned attitude-oriented database,Berlin,Germany,372
79951592-6dda-4440-acb3-56ce9947c51e,Pearson-Peters,Customizable executive parallelism,London,United Kingdom,241
420e255c-2e6c-49ff-97b0-7f055c8d0b04,"Alexander, Murray and Schmidt",Centralized needs-based moderator,Prague,Czech Republic,269
fac03816-3422-4419-a1a4-371ddd9f33fe,"Mcconnell, Martinez and Hart",Innovative systemic process improvement,Paris,France,219
8e6e1ffb-b3e5-4119-a2c6-8e77a56a856d,Roberts Ltd,Seamless 24hour Internet solution,Rome,Italy,107
28d4d48a-1a81-4975-b9cb-5ca8919d9eaa,Blackwell-Little,Enterprise-wide fault-tolerant secured line,London,United Kingdom,217
38cc02c1-d682-437d-9f31-f7140b7db104,"Smith, Young and Austin",Streamlined executive algorithm,Paris,France,260
f217b14f-478a-4623-ab46-8e9a1434d544,"Stewart, Curry and Weber",Phased maximized extranet,London,United Kingdom,199
9e13e847-cefa-4a9f-8703-7addd695dcbf,Ballard LLC,Robust 4thgeneration instruction set,Madrid,Spain,266
8fbfc310-7d46-48ad-ac5b-7f51b5b66cd0,Gray-Day,Seamless intangible policy,Paris,France,164
d9ca5eac-1aa9-4d28-8039-fc15fd15373f,"Lee, Sharp and Moody",Focused hybrid open architecture,Rome,Italy,244
3995c416-d999-4b0e-b87d-cb9879c73e2f,Lowe-Conrad,Up-sized 24hour flexibility,Vienna,Austria,200
7fc006a9-d412-4917-a35d-90ea59de8abf,"Davis, Barnes and Lane",Re-contextualized well-modulated focus group,Warsaw,Poland,233
eb56693a-0cf9-4a43-a74a-74f5ce4a6a10,Cox and Sons,Fundamental uniform open system,Paris,France,89
0db8fde5-c70d-4b8a-bc84-d03eaad4f51d,Powers-Harding,Compatible maximized process improvement,London,United Kingdom,186
2d73ed22-f58f-42d6-8a68-1f334d5ddd84,Nelson and Sons,Seamless transitional system engine,Rome,Italy,360
3855bdc2-a9ad-40ed-91ce-3bed36cb75ec,Griffin-Gray,Universal transitional throughput,Berlin,Germany,195
af7fe13b-46f1-4084-bc71-e71de2a074cb,"Davis, Jones and Davis",User-friendly analyzing website,Paris,France,85
7d662290-b356-4413-920c-3fde01827fd0,Olsen-Green,Devolved fault-tolerant moderator,Vienna,Austria,433
4dd3b3ac-5fe6-42b8-86ab-ca7c75f66ac2,"Guerrero, Boyd and Giles",Multi-lateral client-driven collaboration,Berlin,Germany,93
692cc00f-f9e5-40a3-b226-cd5c40c1dad3,Cook-Rosario,Cloned needs-based synergy,Paris,France,279
5379f4da-8971-4840-baee-daf708b25a7f,Stone LLC,Focused actuating superstructure,Paris,France,345
56608766-7e68-405b-a58e-a65ce48b2840,Griffin-Riggs,Pre-emptive clear-thinking open architecture,Vienna,Austria,378
1efa6a99-2a8b-4b90-a949-330a68943362,Adams LLC,Multi-channeled user-facing migration,Rome,Italy,489
67cc9ff2-2683-401e-878c-da21c3b3cb80,"West, Wilson and Brown",Phased 24/7 encryption,Amsterdam,Netherlands,188
2eaba9f8-c5a4-4ac2-bf47-8a950bec87a2,Hunt-Mcdaniel,Managed multi-state portal,Prague,Czech Republic,177
5da1e1b4-eb36-40d6-9efe-29b66b1a6c32,Davis and Sons,Open-architected static capacity,Vienna,Austria,244
c7967619-d906-43f5-a769-4a63bb6c0923,Mann-Black,Organized directional matrices,Madrid,Spain,359
25d112ea-62a2-494d-bdad-6350393b8803,Smith-Savage,Total scalable info-mediaries,Madrid,Spain,27
ba6be3b7-24e5-402c-a161-3fc84a90cc85,"Barry, Page and Bradford",Devolved didactic matrices,Budapest,Hungary,240
97d29b50-5e3a-4a79-9d0d-b5c060c02a64,Smith-Walker,Balanced eco-centric knowledge user,Paris,France,137
32c29dc2-84f9-4f9c-b36f-a56d87569384,"Jackson, Smith and Callahan",Horizontal exuding implementation,Warsaw,Poland,294
6838936a-4c16-4e69-9a55-3145a58310ed,Owens-Munoz,Mandatory bifurcated product,Warsaw,Poland,390
acf1813b-8590-4e0a-8538-56ab2a7321c2,Chavez Inc,Versatile empowering portal,Prague,Czech Republic,331
1fc2ba91-553f-4b93-a5dc-2b7043c98893,Martinez Group,Progressive asymmetric algorithm,Prague,Czech Republic,152
52a28533-fcbc-4be6-93d4-d7890d1b0d0e,Sanders-Leon,Fundamental radical moratorium,Paris,France,419
61014028-5787-4f29-a47f-729a697915bf,Gordon and Sons,Decentralized fault-tolerant project,Warsaw,Poland,289
823ae0b1-4fef-41b6-99c5-11ba9be0a450,Nunez Inc,Reverse-engineered tertiary access,Berlin,Germany,441
ec6c7623-bf80-429c-a40e-55294d0a76b2,Phillips Inc,Virtual next generation infrastructure,Madrid,Spain,464
2d19eb08-fec8-40b1-bcb2-2181c60b3357,West-Smith,Open-architected dynamic customer loyalty,Paris,France,137
95747678-7899-4981-87ce-294cd858139d,Phillips LLC,Public-key asymmetric system engine,Vienna,Austria,42
0d0c2282-b505-4c8d-bca5-84cfeaeb923b,Smith-Sullivan,Robust system-worthy migration,Berlin,Germany,320
20bdfd71-1315-4f93-a4a1-aa2f5dffdc98,Bullock-Schwartz,Fundamental scalable parallelism,Rome,Italy,357
585e63c7-f77c-4371-898e-1e41046b596b,Meyer Ltd,Configurable bi-directional Graphic Interface,Madrid,Spain,346
6a483ec1-eba8-4020-b596-55df8d911f79,Martin-Clark,Total system-worthy model,Prague,Czech Republic,339
997f3d20-318d-4ff5-b849-bf9580950893,Patel PLC,User-centric client-server migration,Paris,France,344
8f755e28-628b-4e82-863d-6474449c6a5d,Smith-Reyes,Assimilated bandwidth-monitored database,Amsterdam,Netherlands,44
8d377104-29b0-41d5-a4c9-6dbaf9aa237d,Lewis-Moore,Multi-lateral web-enabled model,Rome,Italy,75
7f5a23c1-deff-4b55-93aa-95875444e82a,Owens Ltd,Configurable interactive initiative,Vienna,Austria,481
529fc6bc-d153-4c1a-becf-df4934502fd9,"Cordova, Wheeler and Fowler",Extended bottom-line leverage,Paris,France,234
20e63777-5de7-4f6f-97d0-4f63757575fb,Decker-Gutierrez,Focused optimal contingency,Budapest,Hungary,407
debb13ab-0a0e-491d-b924-7520859094da,"Mayer, Wilson and Mendoza",Polarized methodical extranet,Berlin,Germany,94
fc84a78f-12a1-4fa7-892f-da9f375a163d,Hensley Inc,Multi-layered asynchronous model,Warsaw,Poland,34
3e922457-f081-46ee-aaa3-cfc5a5e0e8b4,"Gallegos, Lin and Morgan",Networked optimizing concept,Rome,Italy,194
2d933ad3-94f4-4fe5-921a-97af015e61dd,Perkins Group,Multi-tiered value-added moratorium,Paris,France,210
65e68fbe-0e28-4da6-9ce3-54478543b582,"Bradshaw, Hughes and Giles",Progressive systemic portal,Madrid,Spain,433
3e53e993-5e53-434d-8a01-d6be8dc55c47,"Pena, Miller and Hayden",Triple-buffered coherent knowledge user,Madrid,Spain,14
31760e34-137e-4af6-bf58-a20b92a1c667,"Bright, Torres and Ortiz",Organic asynchronous hub,London,United Kingdom,223
6dba440a-3e65-49d4-95b5-c1074687c737,"Salazar, Dennis and Medina",Centralized zero tolerance benchmark,Berlin,Germany,111
8e00d636-89a8-4e13-8b5e-33eddf9eaea3,Dominguez PLC,Compatible analyzing ability,Berlin,Germany,163
19470cdb-076f-49a2-b8f9-e8654885fff2,"Sanchez, Kim and Hunter",Profound 4thgeneration process improvement,Prague,Czech Republic,494
1aa6f796-8abf-4e1a-90e9-fe408afef4e9,"Baxter, Owens and Hunter",Persistent directional projection,Prague,Czech Republic,47
92e00139-33d0-42f2-86bd-15fc0910fb77,Williams-Johnson,Versatile coherent circuit,Warsaw,Poland,185
759a94bb-824a-4e5b-b134-b57198d9e843,Freeman and Sons,Devolved background implementation,Paris,France,370
b8e188ec-9b5a-4592-8d23-134ed22d5a5e,"Boyd, Daniels and Keith",Multi-lateral eco-centric policy,Vienna,Austria,35
5a82c964-2da4-4370-a800-799aee73748b,Davis Ltd,Mandatory contextually-based portal,Madrid,Spain,442
06c8eff1-a761-4b39-b419-0da65eb81681,Mason-Freeman,Face-to-face methodical array,Warsaw,Poland,85
dcab3e6d-d597-4607-9c9c-85354edaa1e2,Schroeder-Roberson,Organic attitude-oriented hardware,Budapest,Hungary,265
058e11de-997b-45f3-a207-dd679c6d7602,"Wilson, Clark and Robinson",User-friendly bottom-line intranet,Amsterdam,Netherlands,318
0234353d-5c30-4f85-989e-7d24a94082d5,Mccarthy PLC,Reverse-engineered exuding collaboration,Amsterdam,Netherlands,79
e696853e-2bd8-451b-9ba0-b2b13ecb3253,Giles-Johnson,Multi-layered interactive standardization,Vienna,Austria,349
926edf54-0448-4e13-9662-48514973f115,"Cline, Johnson and Lozano",Reactive optimal artificial intelligence,Budapest,Hungary,288
cfa788cc-9a6c-42d8-9059-dccff7c67272,Wilson-Carter,Multi-lateral object-oriented utilization,Budapest,Hungary,48
a239f4f1-b019-43e5-954e-fe2f8084e831,"Osborn, Schwartz and Peterson",Automated context-sensitive throughput,Paris,France,398
51c5445a-30d9-4b82-ac27-1cbd48799b0a,"Sanders, Dominguez and Daniels",Optimized background alliance,Paris,France,128
c6542ca1-f2f8-4458-9752-26d9644664f5,"Barker, Ferguson and Welch",Intuitive high-level initiative,Madrid,Spain,23
e40ecf96-7f4a-405b-8f6c-059f02af2f83,Saunders-Lawson,Networked dedicated strategy,Paris,France,373
c9a0fbd3-ca3e-4f83-a11f-0f0addf189a8,Miller-Miller,Synergized secondary concept,Warsaw,Poland,384
5c6a4e87-ea21-4696-a549-9fac200bfe73,Wright Inc,Decentralized directional hub,Paris,France,438
096b1ff6-2076-42fd-bbe8-7d7d1f693be2,"Baker, Lambert and Stewart",Object-based non-volatile definition,Warsaw,Poland,218
f720a925-e735-4f33-9336-81b701c5bd66,Lopez-Armstrong,Reverse-engineered multi-state time-frame,Madrid,Spain,272
beb1eb3f-505b-4566-bc3c-0a067258fda4,Evans-Prince,Proactive fresh-thinking structure,Prague,Czech Republic,212
86f98f1e-db17-4358-98e1-8bc32d102ce6,"Williams, Johnson and Nicholson",Configurable 6thgeneration infrastructure,Rome,Italy,140
8202fee7-95c1-4d7f-bb6e-716375db8284,"Gomez, Scott and Wang",Profit-focused explicit hierarchy,Budapest,Hungary,319
c77a2ccb-060d-4644-88b2-b041b9601f54,Johnson-Jackson,Managed empowering strategy,London,United Kingdom,55
d9a9fb6b-7b06-4f4f-817a-1ea4cc4a11aa,Wallace Group,Self-enabling content-based capacity,Rome,Italy,405
3ba62813-6367-41b6-bd92-f40037a3d15a,Jones-Gonzalez,Virtual 24hour frame,Berlin,Germany,471
49b2a0ea-d317-47c6-b8de-8b1d294dc695,Kelly LLC,Synergistic national matrix,Berlin,Germany,158
1cd6fc63-cffa-4753-96cb-0601c163ae99,"Leach, Stewart and Cameron",Visionary non-volatile analyzer,Paris,France,444
11a364ca-d3cf-4058-a74e-badea21ca5d6,"Brown, Murphy and Smith",Synergistic systemic archive,Amsterdam,Netherlands,146
38657eb3-d69c-4741-b983-9cc86b77de53,Young Group,Implemented secondary structure,London,United Kingdom,253
a2070910-c57b-4dce-ab2c-120eb9579a90,Morris-Taylor,Upgradable 3rdgeneration archive,Rome,Italy,169
ec4ea3b3-4875-4cef-93f7-89c90620bb1b,Costa and Sons,Cloned neutral service-desk,Madrid,Spain,155
19056f09-f242-40d9-8b89-a6251043b918,"Dixon, Cox and Peterson",Re-contextualized asynchronous contingency,Budapest,Hungary,59
0fd71f2d-f220-42fa-a121-310dbca16c09,Bennett-Jackson,Persevering static circuit,London,United Kingdom,130
682cdfa6-392a-4d48-89c0-c73503c847c8,James Group,Organic directional pricing structure,Rome,Italy,72
